business_name,address,mall_center,city,state,zip,mall
FOWLER VENDING,"208  1st S., P O BOX 563",,PONCA CITY,OK,74602-,False
DALE HALLMARK,3600  GOLDENROD AVE.,,PONCA CITY,OK,74604-5109,False
NICKELS & DIMES,1432  UNIVERSITY BL. W.,,DURANT,OK,74701-3106,False
PERRYMAN'S GAME ROOM,,,ACHILLE,OK,74720,False
IDABEL MUSIC,108  CENTRAL AVE. S.,,IDABEL,OK,74745-4848,False
SILVER QUARTER STARCADE,119  OKLAHOMA S.,,SHAWNEE,OK,74801-,True
BILL'S AMUSEMENT & VENDING,"115  OKLAHOMA ST. S., P O BOX 673",,SHAWNEE,OK,74801-,False
PUTT-PUTT GOLF & GAMES,4202  HARRISON ST. N.,,SHAWNEE,OK,74801-1413,False
PIONEER GOLF & GAMES,3600  ARLINGTON BL. E.,,ADA,OK,74820-,False
ANDERSON MUSIC,925  ARLINGTON ST. E.,,ADA,OK,74820-4034,False
ALLEN MUSTANG CORRAL RECREATION,124  BROADWAY W.,,ALLEN,OK,74825-,False
D & B AMUSEMENT,,c/o GEORGE DENNY,CARNEY,OK,74832-,False
D & P ENTERPRISES,"624  WILSON RD., P O BOX 242",,CARNEY,OK,74832-,False
OILER ARCADE,,,FITTSTOWN,OK,74842-,True
C & C AMUSEMENT,P O BOX 349,HWY. 64 & WILSON ROCK RD.,MULDROW,OK,74948-,False
JONES MUSIC,"103  BROADWAY E., P O BOX 250",,MULDROW,OK,74948-0250,False
RANGER CORRAL DRIVE-IN & RECREATION,210  RANGER BL.,,ROLAND,OK,74954-,False
LELAND DENTON MUSIC,4100  RUSH CIR.,,ADDISON,TX,75001-,False
ELDRIDGE VENDING,1109  RUSK AVE. S.,,DENISON,TX,75020-6338,False
SHOWBIZ PIZZA PLACE,1340  CENTERVILLE RD. W.,,GARLAND,TX,75041-,True
MODERN POOL & GAMES,4413  WALNUT ST. W.,,GARLAND,TX,75042,False
MASTER VEND,2021  COPPER ST.,,GARLAND,TX,75042-6657,False
VID-ENT,605  SAFARI PKY. E.,,GRAND PRAIRIE,TX,75050-2322,False
ALL STAR AMUSEMENTS,"1915  FREEWAY ST. W., P O BOX 530732",,GRAND PRAIRIE,TX,75053-,False
NICKELS & DIMES,,RD 3,LEWISVILLE,TX,75056-9801,False
VIDEO PALACE,1018  IRVING BL. E.,,IRVING,TX,75060-,False
TILT,2417  BELT LINE RD. N.,IRVING MALL # 3848,IRVING,TX,75062-,True
ALADDIN'S CASTLE,2417  BELT LINE RD. N.,IRVING MALL # 2448,IRVING,TX,75062-5199,True
PLAYER'S VENDING,1512  CLIFFBROOK DR.,,PLANO,TX,75075-,False
TILT,811  CENTRAL EXPRESSWAY N.,COLLIN CREEK MALL # 1166,PLANO,TX,75075-,True
TEXAS AMUSEMENT GAMES,,CAMELOT VILLAGE # 181,RICHARDSON,TX,75080-4303,True
TWIN RIVERS SPORTS & AMUSEMENTS,1200  BELT LINE RD. E.,,RICHARDSON,TX,75081-3707,False
JUKE BOX RENTALS,107  POLK E.,,RICHARDSON,TX,75081-4132,False
FUN-N-GAMES,501  PLANO RD.,RICHARDSON SQUARE MALL,RICHARDSON,TX,75081-4622,True
WIZARD'S BILLIARDS & GAMES,2700  TEXOMA PKWY.,,SHERMAN,TX,75090-,False
COMMERCIAL VENDING SERVICE,1611  HIGHLAND N.,,SHERMAN,TX,75090-,False
JOLLY TIME,4800  TEXOMA PKWY.,MIDWAY MALL # B-321,SHERMAN,TX,75090-,True
AMERICAN AMUSEMENT,419  WALNUT ST. S.,,SHERMAN,TX,75090-7154,False
TEXOMA VIDEO VENDING,1100  MONTGOMERY ST. S.,,SHERMAN,TX,75090-8540,False
SUPERFUN,3500  7th AVE. W.,COLLEGE PARK MALL,CORSICANA,TX,75110-,True
"TRIPLE ""C"" AMUSEMENT",2400  HWY. 75 S.,,CORSICANA,TX,75110-,False
ALPHA AMUSEMENT,208  BOB WHITE,,DE SOTO,TX,75115-,False
TRI-H AMUSEMENT,810  MADRID DR.,,DUNCANVILLE,TX,75116-,False
K B B VENDING,2705  KAUFMAN N.,,ENNIS,TX,75119-,False
ROBERTS VENDING,,BEAUTIFUL SHORES ST.,GUN BARREL CITY,TX,75147-9342,False
ASTRO AMUSEMENT,213  WOODBRIDGE WY.,,MESQUITE,TX,75149-,False
PUTT-PUTT GOLF,4545  GUS THOMASSON RD.,,MESQUITE,TX,75150-1728,False
ALADDIN'S CASTLE,,TOWN EAST MALL # 2026,MESQUITE,TX,75150-4118,True
HIGHTOWER'S POOL & GAMES,"1436  MOORE ST. W., P O BOX 253",,TERRELL,TX,75160-,False
SPORTSPARK,844  ONE MAIN PL.,,DALLAS,TX,75202,True
TILT AT DALLAS ALLEY,603  MUNGER AVE.,,DALLAS,TX,75202-,False
PARADISE MUSIC,2030  ESSEX AVE.,,DALLAS,TX,75203-,False
NATIONAL AMUSEMENT & MACHINE SERVICE,3835  SAN JACINTO ST.,,DALLAS,TX,75204-5224,False
DALLAS MUSTANG AMUSEMENT,2832  HENDERSON AVE. N.,,DALLAS,TX,75206-,False
AMERICAN AMUSEMENT,2435  FARRINGTON ST.,,DALLAS,TX,75207,False
EVEREADY VENDING,1836  CENTRAL EXPWY. S.,,DALLAS,TX,75215-1208,False
STANDARD VENDING & MUSIC,2084  JIM MILLER RD. N.,,DALLAS,TX,75217-1242,False
GAME ROOM VENDING,7900  LOOP 12 S.,WAYNE'S GAME ROOM,DALLAS,TX,75217-6656,False
CAROUSEL CUE CLUB,,11501  JUPITER RD.,DALLAS,TX,75218-2517,False
ADVANCE MUSIC,3100  MAIN ST.,STATE MUSIC DISTRIBUTORS^,DALLAS,TX,75226-,False
BOB DePREIST MUSIC,4214  MAIN ST.,,DALLAS,TX,75226-1145,False
ROY BELL,4435  LAWNVIEW AVE.,,DALLAS,TX,75227-,False
MALIBU FUN CENTER,,11150  MALIBU DR.,DALLAS,TX,75229-4403,True
ACTION GAMES,,11111  ABLES LN. # 114,DALLAS,TX,75229-4503,False
FUN TIME,9100  CENTRAL EXPRY. N.,CARUTH PLAZA # 39,DALLAS,TX,75231-5911,True
ALADDIN'S CASTLE,,NORTHTOWN MALL # 212,DALLAS,TX,75234-7757,True
HICKS MUSIC,2131  LANGSTON CT.,,DALLAS,TX,75235-4640,False
SHOWBIZ PIZZA PLACE,7110  WESTMORELAND S.,,DALLAS,TX,75237-,True
ALADDIN'S CASTLE,3662  CAMP WISDOM RD. W.,RED BIRD MALL # 1064,DALLAS,TX,75237-2508,True
GALAXY PARK GOLF & GAMES,,10808  NORTHWEST HWY. E.,DALLAS,TX,75238-4912,True
SHOWBIZ PIZZA PLACE,,13125  MONTFORT DR.,DALLAS,TX,75240-,True
ALADDIN'S CASTLE,,VALLEY VIEW MALL # 1168,DALLAS,TX,75240-5224,True
TILT,5301  BELT LINE RD.,PRESTONWOOD TOWN CENTER # 1123,DALLAS,TX,75240-7656,True
GAMES ETC.,4103  WORTH ST.,,DALLAS,TX,75246-,False
O'CONNOR VENDING,9119  DIPLOMACY,,DALLAS,TX,75247-5305,False
FUNTIMES,6834  WESLEY ST.,CROSSROADS MALL,GREENVILLE,TX,75401-,True
SANFORD VENDING,3820  MOULTON ST.,,GREENVILLE,TX,75401-5399,False
PARIS MUSIC,215  GRAND AVE.,,PARIS,TX,75460-5710,False
MOSELEY AMUSEMENT,485  14th ST. SE,,PARIS,TX,75460-7405,False
LUCKY COIN MUSIC,825  MAIN,,SULPHUR SPRINGS,TX,75482-,False
FUN MACHINE,214  MAIN N.,,WINNSBORO,TX,75494,False
HOPE NOVELTY & VENDING,920  STATE LINE AVE. N.,,TEXARKANA,TX,75502-4966,False
SILVER BALL,,CENTRAL MALL # 130,TEXARKANA,TX,75503-2423,True
PUTT-PUTT GOLF,3411  SUMMERHILL RD.,,TEXARKANA,TX,75503-3559,False
YATE'S VENDING,"5400  STATE LINE AVE. N., P O BOX 882",,TEXARKANA,TX,75504-,False
C & H MUSIC,,HWY. 67 W.,NAPLES,TX,75568-,False
ALADDIN'S CASTLE,3500  McCANN RD.,LONGVIEW MALL,LONGVIEW,TX,75601-,True
R & J MUSIC & CIGARETTE,100  TYLER ST. W.,,LONGVIEW,TX,75601-6317,False
RELIABLE MUSIC & CIGARETTE,416  GREEN ST. N.,,LONGVIEW,TX,75601-6405,False
REPLAY AMUSEMENT,2307  GREEN ST. S.,,LONGVIEW,TX,75602-,False
JIMMIE'S MUSIC & CIGARETTE SERVICE,105  BOSTICK ST.,,LONGVIEW,TX,75602-3807,False
PUTT-PUTT GOLF & GAMES,2630  BILL OWENS PKWY.,,LONGVIEW,TX,75604-3001,False
A & L MUSIC,213  MAIN ST. S.,,HENDERSON,TX,75652-3539,False
ALLEN AMUSEMENT SERVICE,2309  SLEDGE ST. N.,,MARSHALL,TX,75670-1138,False
PUTT-PUTT GOLF & GAMES,2311  SOUTHEAST LOOP 323 E.,,TYLER,TX,75701-,False
BOB'S MUSIC & CIGARETTE VENDING,1417  GOLDEN RD.,,TYLER,TX,75701-3599,False
PETERS NOVELTY,2928  AZALEA DR. W.,,TYLER,TX,75701-6828,False
OSBURN VENDING,1835  ERWIN ST. E.,,TYLER,TX,75702-6397,False
FEDER'S COIN WASH & GAME ROOM,724  HOUSTON ST. W.,,TYLER,TX,75702-7931,False
JOLLY TIME,4601  BROADWAY S.,BROADWAY SQUARE MALL,TYLER,TX,75703-,True
BERRY MUSIC & VENDING,"218  LOCUST ST. E., P O BOX 930",,TYLER,TX,75710-0930,False
MAIN STREET,107  DUVAL W.,,TROUP,TX,75789-,False
SKILLS & THRILLS,2000  LOOP 256 S.,PALESTINE MALL,PALESTINE,TX,75801-,True
MINI-GOLF & VIDEO,,HWY. 79 W.,BUFFALO,TX,75831-,False
WATSON'S ARCADE & POOL ROOM,113-1/2  MAIN ST.,,GRAPELAND,TX,75844-,True
WILLIAMS AMUSEMENT,303  MAIN ST.,,TEAGUE,TX,75860-,False
VIDEO JUNCTION,309  MAIN ST.,,TEAGUE,TX,75860-,True
YESTERDAY'S,,LUFKIN MALL # 1016,LUFKIN,TX,75901-,True
GEORGE'S MUSIC & GAMES,1901  LUFKIN AVE. E.,,LUFKIN,TX,75901-5029,False
ENCHANTED PALACE,,HWY. 96 S.,CENTER,TX,75935-,False
NEAL'S,266  FLETCHER ST. N.,,JASPER,TX,75951-3837,False
VIDEOTRONICS,2926  BANITA,,NACOGDOCHES,TX,75961-,False
ALADDIN'S CASTLE,1122  UNIVERSITY DR. N.,UNIVERSITY MALL # 102,NACOGDOCHES,TX,75961-,True
BUFFALO MUSIC,811  HWY. 96 N.,,SAN AUGUSTINE,TX,75972-,False
A A A MUSIC & VENDING,1121  HWY. 21 W.,,SAN AUGUSTINE,TX,75972-1630,False
WELLS ARCADE,,HWY. 69 N.,WELLS,TX,75976-,True
BLUEJEAN ALLEY GAME ROOM,P O BOX 661,HWY. 190,WOODVILLE,TX,75979-,False
FORUM FAIR,,FORUM 303 MALL # 424,ARLINGTON,TX,76010-,True
SHOWBIZ PIZZA PLACE,3200  JUSTISS DR.,,ARLINGTON,TX,76011-,True
GOLD MINE,,SIX FLAGS MALL # 213,ARLINGTON,TX,76011-,True
PUTT-PUTT GOLF & GAMES,1701  DIVISION ST. E.,,ARLINGTON,TX,76011-6235,False
TILT,3811  COOPER ST. S.,THE PARKS,ARLINGTON,TX,76015,True
ACE AMUSEMENTS,2002  WOODWAY DR.,,ARLINGTON,TX,76017-,False
MUSIC CENTER,"500  INDUSTRIAL LOOP 287, P O BOX 1518",,BRECKENRIDGE,TX,76024-,True
PUTT-PUTT GOLF,901  HILLSBORO ST. S.,,CLEBURNE,TX,76031-6829,False
THE MAX,416  PENNSYLVANIA AVE.,,GRAHAM,TX,76046-,False
FUN TIME,P O BOX 999,HWY. 377 E.,GRANBURY,TX,76048-,False
MALIBU GRAND PRIX,609  LOOP 820 NE,,HURST,TX,76053-,False
PUTT-PUTT GOLF & GAMES,747  LOOP 820 NE,,HURST,TX,76053-4604,False
ALADDIN'S CASTLE,,NORTH EAST MALL # 2152,FORT WORTH,TX,76053-6212,True
WALLACE DISTRIBUTING,"1116  HUBBARD ST. W., P O BOX 1524",,MINERAL WELLS,TX,76067-,False
REYNOLDS AMUSEMENT,607  18th ST. SW,,MINERAL WELLS,TX,76067-,False
SPEAK EASY ARCADE,,ONE TANDY CENTER # 148,FORT WORTH,TX,76102-2802,True
IDEAL MUSIC,420  MISSOURI AVE.,,FORT WORTH,TX,76104-,False
CASEY JONES MUSIC,1012  MAIN ST. S.,,FORT WORTH,TX,76104-3409,False
CITY VENDING,510  MAGNOLIA AVE. W.,,FORT WORTH,TX,76104-4697,False
CLIFF'S MUSIC,3710  MAIN ST. N.,,FORT WORTH,TX,76106-,False
MELODY MUSIC,2425  GREAT SOUTHWEST PKWY.,,FORT WORTH,TX,76106-2304,False
RIVER RIDGE FAMILY FUN CENTER,3201  HOLTZER DR.,,FORT WORTH,TX,76107,True
METRO MUSIC,873  CHERRY LN. S.,,FORT WORTH,TX,76108,False
AUTOMATIC SALES,3713  McCART AVE.,,FORT WORTH,TX,76110-4616,False
JIMMIE D WOOLSEY ENTERPRISES,5804  JACKSBORO HWY.,,FORT WORTH,TX,76114-,False
TEXAS MUSIC,1121  SEMINARY DR. E.,,FORT WORTH,TX,76115,False
TAKE TEN,4200  SOUTH FWY.,FORT WORTH TOWN CENTER,FORT WORTH,TX,76115,True
PUTT-PUTT GOLF & GAMES,4416  SOUTH FWY.,,FORT WORTH,TX,76115-2619,False
SPACE PORT,1708  GREEN OAKS RD.,RIDGMAR MALL,FORT WORTH,TX,76116-1704,True
PUTT-PUTT GOLF & GAMES,7001  CALMONT AVE.,,FORT WORTH,TX,76116-4110,False
CHALLENGES,7624  GRAPEVINE HWY.,NORTH HILLS MALL # 1000,NORTH RICHLAND HILLS,TX,76118-,True
ARROW AMUSEMENT SERVICE,2668  ROSEBUD LN.,,FORT WORTH,TX,76118-,True
SHOWBIZ PIZZA PLACE,7935  GRAPEVINE HWY.,,FORT WORTH,TX,76118-4005,True
GOLD MINE,4800  HULEN ST. S.,HULEN MALL # 134,FORT WORTH,TX,76132-1406,True
GALAXY RECORDS & VIDEO GAMES,6244  McCART AVE.,,FORT WORTH,TX,76133-,False
HIDDEN VALLEY MINIATURE GOLF,8609  JACKSBORO HWY.,,FORT WORTH,TX,76135-9662,False
TEXAS BILLIARDS,6531  WATAUGA RD.,,WATAUGA,TX,76148-,False
DANE'S MUSIC & VENDING,530  LOCUST ST. S.,,DENTON,TX,76201-6022,False
ELECTRONIC EXPERIENCE,2201  I-35-E S.,GOLDEN TRIANGLE MALL,DENTON,TX,76205-8191,True
SCHMITZ COIN MACHINES,824  MAIN ST. E.,,GAINESVILLE,TX,76240-4907,False
BOCK'S LONE STAR MUSIC,1008  JACKSBORO HWY.,,WICHITA FALLS,TX,76301-5396,False
GLYNN WEEKS MUSIC,501  BROADWAY ST. N.,,WICHITA FALLS,TX,76304-3143,False
SOUTHWEST AMUSEMENTS,"2601  JACKSBORO HWY., P O BOX 2282",,WICHITA FALLS,TX,76307-,False
ALADDIN'S CASTLE,3311  MIDWESTERN PKWY.,SIKES SENTER MALL # 242/F-1,WICHITA FALLS,TX,76308-,True
JESS THORNHILL ENTERPRISES,"5120  KINGSTON DR., P O BOX 4794",,WICHITA FALLS,TX,76308-,False
PUTT-PUTT GOLF & GAMES,3806  KEMP BL.,,WICHITA FALLS,TX,76308-2150,False
SOUTHWESTERN MUSIC,4018  MARSHALL ST.,,VERNON,TX,76384-5030,False
FAMILY RECREATION HALL,501  CONRAD HILTON AVE.,,CISCO,TX,76437-3135,False
BIG COUNTRY VENDING,"113  BLACKJACK E., P O BOX 430",,DUBLIN,TX,76446-,False
WONDERLAND PARK,60  31st ST. S.,,TEMPLE,TX,76501-4037,True
HENRY ADAMS AMUSEMENT,1317  1st ST. S.,,TEMPLE,TX,76501-5762,False
YESTERDAY'S,3055  31st ST. S.,TEMPLE MALL,TEMPLE,TX,76502-1926,True
MILAM MUSIC,109  MAIN ST. W.,,CAMERON,TX,76520-3939,False
FAMILY FUN CENTER,501  LEON,,GATESVILLE,TX,76528-,True
CENTRAL MUSIC,"407  AVENUE ""D"" E., P O BOX 284",,KILLEEN,TX,76540-,False
A-1 AMUSEMENT & VENDING MACHINES,,"4th ST. & AVENUE ""C""",KILLEEN,TX,76541,False
HERB'S ARCADE,412  RANCIER AVE. W.,,KILLEEN,TX,76541-3243,True
PUTT-PUTT GOLF & GAMES,,18098  SUNDOWN DR.,KILLEEN,TX,76543-,False
BASIN VIDEO GAMES,108  SPRING RIDGE CIR.,,CHINA SPRING,TX,76633-,False
HILLSBORO GAMES,,HWY. 81 S.,HILLSBORO,TX,76645,False
BI-STONE MUSIC,411  COMMERCE ST. E.,,MEXIA,TX,76667,False
MEXIA MUSIC,100  BOWIE,,MEXIA,TX,76667-,False
MELODEE MUSIC,507  REAGAN ST. S.,,WEST,TX,76691-1744,False
TEXAS COUNTRY,"2700  LOOP 340 S., P O BOX 1109",,WACO,TX,76703-,False
TEXAS AMUSEMENT MACHINE,,CAMPUS BOWL,WACO,TX,76705,False
CARR BUNA MUSIC,1310  MARBLE DR.,,WACO,TX,76705-,False
BROWN'S COIN MACHINES,2409  GARY LN.,,WACO,TX,76708-,True
HENRY ADAMS AMUSEMENT,2825  FRANKLIN AVE.,,WACO,TX,76710-,False
ELLIS MUSIC,2700  MOUNTAINVIEW DR.,,WACO,TX,76710-1116,False
SHELBY MUSIC,4901  MEADOW WOOD DR.,,WACO,TX,76710-1660,False
JUST FOR FUN,6001  WACO DR. W.,RICHLAND FASHION MALL,WACO,TX,76710-6301,True
TEXAS AMUSEMENT MACHINE,P O BOX 8371,,WACO,TX,76714-,False
TIME-OUT,300  EARLY BL.,HEARTLAND MALL,BROWNWOOD,TX,76801-8938,True
FULTON'S AMUSEMENTS,719  RAILROAD AVE.,,BALLINGER,TX,76821-,False
LEO'S FAMILY RESTAURANT,1920  CHINA S.,,BRADY,TX,76825-,False
DREYER MUSIC,"68  CHADBOURNE ST. N., P O BOX 5249",SAN ANGELO CIGARETTE SERVICE,SAN ANGELO,TX,76902-,False
B M STEPHENSON MUSIC & JUKE BOXES,1000  RANDOLPH ST. N.,,SAN ANGELO,TX,76903-5399,False
COLLEGE HILLS GOLF & GAMES,2838  COLLEGE HILLS BL. S.,,SAN ANGELO,TX,76904,False
FIREWORKS,4000  SOUTHWEST BL.,SUNSET MALL # 1074,SAN ANGELO,TX,76904-5610,True
HOLIDAY ICE CREAM,408  MAIN ST.,,HOUSTON,TX,77002-1802,False
VIDEO VILLAGE,2405  WENTWORTH ST.,,HOUSTON,TX,77004,True
GRAEBER VENDING,4239  LAW ST.,,HOUSTON,TX,77005-,False
TEXAS MUSIC & AMUSEMENTS,3315  MILAM ST.,,HOUSTON,TX,77006-,False
H A FRANZ,606  DENNIS ST.,,HOUSTON,TX,77006-3598,False
APOLLO MUSIC,1418  ROY ST.,,HOUSTON,TX,77007-3344,False
GREAT SOUTHERN GAME & MUSIC,1418  ROY ST.,,HOUSTON,TX,77007-3344,False
FAT'S GAME ROOM,1912  18th ST. W.,,HOUSTON,TX,77008-1206,False
JESSE HERRARA'S AMUSEMENT,1719  GENTRY ST.,,HOUSTON,TX,77009-,False
AARON AMUSEMENTS,4529  HARRISBURG BL.,,HOUSTON,TX,77011-4015,False
SOUTH TEXAS VENDORS,4529  HARRISBURG BL.,,HOUSTON,TX,77011-4099,False
SUPERTRACK,8930  GULF FWY.,,HOUSTON,TX,77017-,False
MATRANGA MUSIC,3806  BROADWAY ST.,,HOUSTON,TX,77017-3023,False
PUTT-PUTT GOLF,8710  GULF FWY.,,HOUSTON,TX,77017-6505,False
A A A JUKEBOX,1002  TAFT,WILD DISTRIBUTING^,HOUSTON,TX,77019-,False
COIN MACHINE SERVICE,1004  TAFT ST.,,HOUSTON,TX,77019-4536,False
PETE'S MUSIC,633  BOYLES ST.,,HOUSTON,TX,77020-5317,False
BIG STATE VENDING,6201  GULF FWY.,,HOUSTON,TX,77023-5699,False
FUN TIME,,MEMORIAL CITY MALL # 625,HOUSTON,TX,77024-,True
GREENS,,MEMORIAL CITY MALL # 400,HOUSTON,TX,77024-,True
TILT,800  NORTH BELT DR. W.,TOWN & COUNTRY MALL,HOUSTON,TX,77024-3922,True
CARRINGTON'S ENTERTAINMENT,9585  MAIN ST. S.,,HOUSTON,TX,77025-4531,False
CENTRAL MUSIC,3517  JENSEN DR.,,HOUSTON,TX,77026-3509,False
FOUR L's GAMES & MUSIC,5645  SCHUTZ ST.,,HOUSTON,TX,77032-,False
GOLD MINE,,ALMEDA MALL # 306,HOUSTON,TX,77034-4504,True
GOLD MINE,9700  BISSONNET ST.,WESTWOOD FASHION PLACE # 544,HOUSTON,TX,77036-,True
VEGAS GAME ROOM,5720  FONDREN RD.,,HOUSTON,TX,77036-,False
PLAY WITH ME AMUSEMENT,9356  BELLAIRE BL.,,HOUSTON,TX,77036-,False
TIME-OUT,7500  BELLAIRE BL.,SHARPSTOWN CENTER # 162,HOUSTON,TX,77036-5019,True
AIRLINE COIN-OPERATED GAMES,7913  AIRLINE DR.,,HOUSTON,TX,77037-,False
R & K VENDING,4313  ORANGE GROVE DR.,,HOUSTON,TX,77039-,False
BALLAS VENDING,9801  WESTHEIMER RD. # 808,,HOUSTON,TX,77042-3989,False
CHAMPION OF CHAMPIONS GAME ROOM,,13338  ALMEDA RD.,HOUSTON,TX,77045,False
ORLEAN'S ARCADE,,11911  MARTIN LUTHER KING BL.,HOUSTON,TX,77048,True
F & F MUSIC,4612  BRISCOE ST.,,HOUSTON,TX,77051-,False
WOODARD AMUSEMENT,4302  REED RD.,,HOUSTON,TX,77051-2716,False
H & H ENTERPRISES-VENDORS,2600  WESTRIDGE ST.,,HOUSTON,TX,77054-,False
SPEEDY'S GO-KART TRACK,7120  LONG POINT RD.,,HOUSTON,TX,77055-1810,False
MALIBU FUN CENTER - CASTLE,1105  WEST LOOP N.,,HOUSTON,TX,77055-7217,True
ACTION GAMES,6155  WESTHEIMER RD.,,HOUSTON,TX,77057-4523,False
MALIBU GRAND PRIX,6115  SOUTHWEST FWY.,,HOUSTON,TX,77057-7301,False
ALL AMERICAN RACEWAYS,6055  SOUTHWEST FWY.,,HOUSTON,TX,77057-7513,False
ALADDIN'S CASTLE,,GREENSPOINT MALL # 650,HOUSTON,TX,77060-1820,True
PUTT-PUTT GOLF,3012  FM 1960 RD. W.,,HOUSTON,TX,77068,False
GAMES PEOPLE PLAY,3021  FM 1960 RD. W.,,HOUSTON,TX,77068-3101,False
FUN TIME,4687  FM 1960 RD. W.,NORTH OAKS MALL # A,HOUSTON,TX,77069-,True
ALADDIN'S CASTLE,7925  FM 1960 W.,WILLOWBROOK MALL # 1154,HOUSTON,TX,77070-5715,True
B K SALES,6116  DAIRY ASHFORD ST. S.,,HOUSTON,TX,77072-,False
BOGIE'S BILLIARDS & GAMES,3040  FM 1960 RD. E. # 101,,HOUSTON,TX,77073-2612,False
BARNEY'S ENTERPRISES,9000  SOUTHWEST FWY. # 316,,HOUSTON,TX,77074-,False
ELLIS AMUSEMENT,9030  ALMEDA GENOA RD.,,HOUSTON,TX,77075-2336,False
A A A VENDING,8342  ALMEDA GENOA RD.,,HOUSTON,TX,77075-2560,False
U S GOLF & GAMES,,10106  THERMON ST.,HOUSTON,TX,77075-3412,False
THREE-C's GAME ROOM,,10328  BAUMAN RD.,HOUSTON,TX,77076-3702,False
IMONEX SERVICES,,10111  BAUMAN RD.,HOUSTON,TX,77076-4307,False
HENDERSON MUSIC,8438  RAYSON RD.,,HOUSTON,TX,77080-3623,False
ALBUMN AMUSEMENTS,6030  GLENMONT DR.,,HOUSTON,TX,77081-,False
A B C MUSIC,5250  GULFTON ST.,,HOUSTON,TX,77081-2908,False
REPLAY AMUSEMENT,5301  ELM ST.,,HOUSTON,TX,77081-4105,False
VIDEO GAME SERVICES,6910  RENWICK DR.,,HOUSTON,TX,77081-6018,False
FUN FACTORY,,WEST OAKS MALL # 425,HOUSTON,TX,77082-,True
FAME CITY,,13700  BEECHNUT,HOUSTON,TX,77083-,False
J J's SPORTS BAR,,16618  CLAY RD.,HOUSTON,TX,77084-,False
TIME-OUT,,GULFGATE MALL # 302,HOUSTON,TX,77087-3006,True
REM AMUSEMENT,810-1/2  LUCKY ST.,,HOUSTON,TX,77088-,False
J & V GAME ROOM,7417  MONTGOMERY RD. W.,,HOUSTON,TX,77091-,False
TEXAS AMUSEMENT SERVICES,5237  MILWEE ST.,,HOUSTON,TX,77092,False
NASA AMUSEMENT,2304  McALLISTER RD.,,HOUSTON,TX,77092,False
GOLD MINE,,NORTHWEST MALL # 306,HOUSTON,TX,77092-8533,True
FASTRACK GO-KARTS & GAME ROOM,,11299  EASTEX FWY.,HOUSTON,TX,77093-2824,False
FUN TIME,1003  MEYERLAND,MEYERLAND PLAZA MALL,HOUSTON,TX,77096,True
ADVANCE MUSIC,9832  FONDREN RD.,,HOUSTON,TX,77096-3648,False
DEWEY'S AMUSEMENT,5426  RUTHERGLENN DR.,,HOUSTON,TX,77096-4032,False
FUN CITY,902  WILSON RD.,,CONROE,TX,77301-1658,False
FUN TIME,,DEERBROOK MALL,HUMBLE,TX,77338-2315,True
F & H VENDING,835  SAM HOUSTON AVE.,,HUNTSVILLE,TX,77340-3959,False
HUMBLE GOLF & GAMES,,19726  SWEET FOREST LN.,HUMBLE,TX,77346-,False
QUICK EDDIE'S,"834  CHURCH ST. W., P O BOX 328",,LIVINGSTON,TX,77351-,False
MARTIN AMUSEMENT,"190  LIVINGSTON E. (LIVINGSTON), P O BOX 1945",,ONALASKA,TX,77360-,False
ROBERT'S DISTRIBUTING,"404  LOOP 494, P O BOX 169",,PORTER,TX,77365-,False
SPLASH TOWN U S A,,21300  I-45,SPRING,TX,77373-,False
NICK'S GAME ROOM,6003  ALLENTOWN DR.,,SPRING,TX,77389-,False
SOUTHERN ENTERTAINMENT ENTERPRISES,,14520  EASTEX FWY.,HUMBLE,TX,77396-3421,False
MIKRON AMUSEMENT MACHINE,914  WILDWOOD,,BELLAIRE,TX,77401-,False
LEON'S AMUSEMENT MACHINES,4531  WEDGEWOOD,,BELLAIRE,TX,77401-,False
TOP GAMES,529  MASON RD. S.,,BARKER,TX,77413,False
ALLISON MUSIC,2012  SYCAMORE,,BAY CITY,TX,77414-,False
PROFESSIONAL AMUSEMENT SERVICES,,14634  HONEYCOMB LN.,CYPRESS,TX,77429-2235,False
CONDOR VIDEOTRONICS,P O BOX 1388,HWY. 59 BYPASS W.,EL CAMPO,TX,77437-,False
GAMES GALORE,,FISHER ST.,MATAGORDA,TX,77457-,False
SERVWELL,,13955  MURPHY RD. # 406,STAFFORD,TX,77477-4909,False
MILT'S MINNI MART,605  MAIN ST. N.,,SWEENY,TX,77480-1601,False
CONDOR VIDEOTRONICS,1406-1/2  ALABAMA RD. N.,,WHARTON,TX,77488-3308,False
KETON NOVELTY,550  MILAM ST. W.,,WHARTON,TX,77488-4922,False
VIDEO WIZARD,908  GARNER RD.,,PASADENA,TX,77502-2304,False
RACK-N-CUE,322  WAFER,,PASADENA,TX,77506,False
BILLY'S PLACE,,15628  HWY. 6,SANTA FE,TX,77510-,True
ANGLETON AMUSEMENT,200  MYRTLE ST. W.,,ANGLETON,TX,77515-4321,False
SOUTH SIDE GAME ROOM,508  ANDERSON ST. S.,,ANGLETON,TX,77515-4950,False
BAY VENDING,101  TEXAS AVE. W.,,BAYTOWN,TX,77520-,False
YESTERDAY'S,,SAN JACINTO MALL # 1538,BAYTOWN,TX,77521-,True
P A L ENTERPRISES,115  RALPH ST.,,CLUTE,TX,77531-,False
